program_id,program_name,institution,source_type,source_url,primary_field,secondary_fields,interests,goals,budget,format,location_preference,city,state_or_country,region,selectivity,duration,duration_weeks,season,grade_min,grade_max,support_type,tuition_usd,financial_aid,residential_option,description,keywords,academic_strength_target,recommended_gpa_range,coursework_background_expected,prior_experience_expected,academic_rigor_level,prerequisite_notes
SYN-0034,Aurora Youth Research Institute Future Leaders Explorers Program in Leadership,Aurora Youth Research Institute,synthetic_generated,,leadership,social impact;business,leadership;social impact;business,leadership development;meeting like-minded students;college preparation,strongly prefer free,hybrid,Midwest,Chicago,Illinois,Midwest,less competitive,4 to 8 weeks,8,summer,9,12,student mentorship,750,no,optional,Students build confidence in leadership while developing transferable skills through leadership development and meeting like-minded students.,leadership;social impact;business;leadership development;meeting like-minded students,average,3.0-3.19,Introductory coursework or demonstrated interest helpful,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0232,Pacific Crest College Prep Foundations Immersion in Entrepreneurship,Pacific Crest College Prep,synthetic_generated,,entrepreneurship,business;marketing,entrepreneurship;business;marketing;finance,networking;hands-on projects;leadership development,low cost only,either,East Coast,Baltimore,Maryland,East Coast,balanced,2 to 4 weeks,3,summer,9,12,research mentorship,1200,no,optional,This summer program helps high school students explore entrepreneurship through networking and hands-on projects.,entrepreneurship;business;marketing;networking;hands-on projects,solid,3.2-3.49,Relevant introductory coursework or strong extracurricular exposure helpful,No formal experience required; beginner exposure helpful,moderate,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0397,Riverview Innovation Lab Open Door Explorers Program in Machine Learning,Riverview Innovation Lab,synthetic_generated,,machine learning,artificial intelligence;data science,machine learning;artificial intelligence;data science,research experience;portfolio building;skill development,cost matters but flexible,mostly online,West Coast,San Francisco,California,West Coast,competitive,2 to 4 weeks,3,summer,9,12,career guidance,5200,yes,optional,"A 2 to 4 weeks pre-college experience focused on machine learning, blending research experience with portfolio building.",machine learning;artificial intelligence;data science;research experience;portfolio building,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0134,Silverline Summer College Advanced Pre-College Institute for International Relations,Silverline Summer College,synthetic_generated,,international relations,political science;law,international relations;political science;law,leadership development;social impact;career exploration,low cost only,mostly online,East Coast,Philadelphia,Pennsylvania,East Coast,balanced,1 to 2 weeks,2,summer,10,12,application guidance,1200,no,optional,Students build confidence in international relations while developing transferable skills through leadership development and social impact.,international relations;political science;law;leadership development;social impact,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0644,Silverline Summer College Pioneer Field School in Music,Silverline Summer College,synthetic_generated,,music,arts;film,music;arts;film;design,skill development;meeting like-minded students;career exploration,cost matters but flexible,either,East Coast,Washington,District of Columbia,East Coast,balanced,1 to 2 weeks,1,summer,8,12,application guidance,8400,no,optional,This summer program helps high school students explore music through skill development and meeting like-minded students.,music;arts;film;skill development;meeting like-minded students,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0198,Orbit Learning Institute Pioneer Innovation Studio in Medicine,Orbit Learning Institute,synthetic_generated,,medicine,biology;public health,medicine;biology;public health;chemistry,hands-on projects;medical exposure;career exploration,cost matters but flexible,either,East Coast,Pittsburgh,Pennsylvania,East Coast,less competitive,2 to 4 weeks,3,summer,9,12,student mentorship,7200,merit scholarships,optional,Students build confidence in medicine while developing transferable skills through hands-on projects and medical exposure.,medicine;biology;public health;hands-on projects;medical exposure,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0247,Riverview Innovation Lab Honors Immersion in Law,Riverview Innovation Lab,synthetic_generated,,law,political science;history,law;political science;history;international relations,career exploration;leadership development;academic challenge,cost matters but flexible,hybrid,South,Nashville,Tennessee,South,less competitive,1 to 2 weeks,2,summer,10,12,research mentorship,7200,no,optional,This summer program helps high school students explore law through career exploration and leadership development.,law;political science;history;career exploration;leadership development,average,3.0-3.19,Introductory coursework or demonstrated interest helpful,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0916,Skyline Discovery Institute Advanced Workshop Series in Architecture,Skyline Discovery Institute,synthetic_generated,,architecture,civil engineering;design,architecture;civil engineering;design,academic challenge;hands-on projects;career exploration,must be free,either,anywhere in the U.S.,Denver,Colorado,Mountain,balanced,2 to 4 weeks,4,summer,9,12,application guidance,0,no,optional,Students build confidence in architecture while developing transferable skills through academic challenge and hands-on projects.,architecture;civil engineering;design;academic challenge;hands-on projects,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0097,Riverview Innovation Lab Open Door Summer Academy in Veterinary Medicine,Riverview Innovation Lab,synthetic_generated,,veterinary medicine,biology;medicine,veterinary medicine;biology;medicine;chemistry,research experience;career exploration;medical exposure,cost matters but flexible,in-person only,East Coast,Pittsburgh,Pennsylvania,East Coast,balanced,1 to 2 weeks,1,summer,9,12,project guidance,8400,need-based aid,yes,This summer program helps high school students explore veterinary medicine through research experience and career exploration.,veterinary medicine;biology;medicine;research experience;career exploration,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0339,Prairie Stone Scholars Program Applied Scholars Program in Sustainability,Prairie Stone Scholars Program,synthetic_generated,,sustainability,environmental science;social impact,sustainability;environmental science;social impact,leadership development;social impact;hands-on projects,low cost only,mostly in-person,West Coast,Portland,Oregon,West Coast,less competitive,1 to 2 weeks,1,summer,9,12,peer community,1800,merit scholarships,yes,"Designed for motivated teens, this program combines sustainability content with leadership development and social impact.",sustainability;environmental science;social impact;leadership development;social impact,average,3.0-3.19,Foundational coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0476,Cedar Grove Scholars Frontier Field School in Marketing,Cedar Grove Scholars,synthetic_generated,,marketing,business;design,marketing;business;design;finance,leadership development;portfolio building;career exploration,cost matters but flexible,in-person only,South,Austin,Texas,South,less competitive,1 to 2 weeks,1,summer,9,12,research mentorship,5200,yes,yes,"A 1 to 2 weeks pre-college experience focused on marketing, blending leadership development with portfolio building.",marketing;business;design;leadership development;portfolio building,average,3.0-3.19,Relevant introductory coursework or strong extracurricular exposure helpful,Beginner friendly; no prior experience required,moderate-low,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0113,Sagebrook Academy Elite Leadership Forum in Biotechnology,Sagebrook Academy,synthetic_generated,,biotechnology,biology;chemistry,biotechnology;biology;chemistry,career exploration;hands-on projects;research experience,strongly prefer free,either,West Coast,San Francisco,California,West Coast,balanced,2 to 4 weeks,3,summer,9,12,application guidance,350,limited,optional,"Designed for motivated teens, this program combines biotechnology content with career exploration and hands-on projects.",biotechnology;biology;chemistry;career exploration;hands-on projects,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0663,Pioneer Horizon University Discovery Innovation Studio in Data Science,Pioneer Horizon University,synthetic_generated,,data science,statistics;computer science,data science;statistics;computer science;mathematics,skill development;portfolio building;career exploration,cost matters but flexible,hybrid,West Coast,San Diego,California,West Coast,very competitive,1 to 2 weeks,1,summer,9,12,research mentorship,5200,need-based aid,optional,This summer program helps high school students explore data science through skill development and portfolio building.,data science;statistics;computer science;skill development;portfolio building,exceptional,3.8+,Advanced coursework preferred (honors/AP/IB or strong equivalent),"Some prior projects, research, competitions, or advanced exposure preferred",high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0730,Coastal Edge Institute Open Door Bootcamp in Law,Coastal Edge Institute,synthetic_generated,,law,political science;history,law;political science;history;international relations,academic challenge;leadership development;career exploration,must be free,in-person only,international,Toronto,Canada,International,balanced,1 to 2 weeks,1,summer,10,12,peer community,0,need-based aid,yes,"A 1 to 2 weeks pre-college experience focused on law, blending academic challenge with leadership development.",law;political science;history;academic challenge;leadership development,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0755,Summit Forge Academy Global Innovation Studio in Veterinary Medicine,Summit Forge Academy,synthetic_generated,,veterinary medicine,biology;medicine,veterinary medicine;biology;medicine;chemistry,medical exposure;career exploration;research experience,strongly prefer free,mostly in-person,South,Atlanta,Georgia,South,less competitive,4 to 8 weeks,8,summer,9,12,career guidance,500,need-based aid,yes,This summer program helps high school students explore veterinary medicine through medical exposure and career exploration.,veterinary medicine;biology;medicine;medical exposure;career exploration,average,3.0-3.19,Foundational coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0715,Urban Horizon Institute Foundations Summer Academy in Chemistry,Urban Horizon Institute,synthetic_generated,,chemistry,biochemistry;research,chemistry;biochemistry;research,academic challenge;research experience;hands-on projects,must be free,mostly online,West Coast,San Diego,California,West Coast,open enrollment,1 to 2 weeks,1,summer,9,12,research mentorship,0,merit scholarships,optional,Students build confidence in chemistry while developing transferable skills through academic challenge and research experience.,chemistry;biochemistry;research;academic challenge;research experience,accessible,No formal minimum / 2.5+ preferred,Introductory coursework helpful but not required,Open to beginners; no prior experience required,accessible,No strict prerequisite; demonstrated interest improves fit
SYN-0693,Pioneer Horizon University Future Leaders Field School in Artificial Intelligence,Pioneer Horizon University,synthetic_generated,,artificial intelligence,machine learning;computer science,artificial intelligence;machine learning;computer science,skill development;hands-on projects;research experience,moderate cost is okay,hybrid,West Coast,Portland,Oregon,West Coast,less competitive,2 to 4 weeks,3,summer,9,12,peer community,4500,no,optional,"Designed for motivated teens, this program combines artificial intelligence content with skill development and hands-on projects.",artificial intelligence;machine learning;computer science;skill development;hands-on projects,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0234,Cobalt Ridge University Global Innovation Studio in Fashion Design,Cobalt Ridge University,synthetic_generated,,fashion design,design;arts,fashion design;design;arts;graphic design,career exploration;portfolio building;hands-on projects,not a major concern,in-person only,West Coast,San Francisco,California,West Coast,very competitive,1 to 2 weeks,1,summer,8,12,application guidance,10500,no,yes,Students build confidence in fashion design while developing transferable skills through career exploration and portfolio building.,fashion design;design;arts;career exploration;portfolio building,exceptional,3.8+,Foundational coursework helpful but not required,Demonstrated sustained interest and prior exposure preferred,high,No strict prerequisite; demonstrated interest improves fit
SYN-0028,Vertex Learning Center Applied Scholars Program in Biology,Vertex Learning Center,synthetic_generated,,biology,chemistry;research,biology;chemistry;research;biochemistry,college preparation;hands-on projects;research experience,strongly prefer free,online only,remote only,Remote,Remote,Remote,less competitive,1 to 2 weeks,2,summer,9,12,student mentorship,750,no,no,This summer program helps high school students explore biology through college preparation and hands-on projects.,biology;chemistry;research;college preparation;hands-on projects,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0866,Cedar Grove Scholars Advanced Bootcamp in Marine Biology,Cedar Grove Scholars,synthetic_generated,,marine biology,biology;environmental science,marine biology;biology;environmental science;chemistry,social impact;research experience;career exploration,strongly prefer free,in-person only,Arizona,Phoenix,Arizona,Southwest,balanced,1 to 2 weeks,1,summer,9,12,faculty mentorship,750,limited,yes,This summer program helps high school students explore marine biology through social impact and research experience.,marine biology;biology;environmental science;social impact;research experience,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0386,Cedar Grove Scholars Frontier Scholars Program in Design,Cedar Grove Scholars,synthetic_generated,,design,graphic design;entrepreneurship,design;graphic design;entrepreneurship,portfolio building;hands-on projects;career exploration,strongly prefer free,hybrid,East Coast,Providence,Rhode Island,East Coast,competitive,4 to 8 weeks,8,summer,9,12,research mentorship,350,merit scholarships,optional,"Designed for motivated teens, this program combines design content with portfolio building and hands-on projects.",design;graphic design;entrepreneurship;portfolio building;hands-on projects,strong,3.5-3.79,Foundational coursework or portfolio-building experience helpful,Beginner-to-intermediate portfolio or prior work helpful,moderately high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0582,Maple Bridge Academy Open Door Explorers Program in Mechanical Engineering,Maple Bridge Academy,synthetic_generated,,mechanical engineering,robotics;civil engineering,mechanical engineering;robotics;civil engineering,hands-on projects;career exploration;academic challenge,strongly prefer free,in-person only,Midwest,Madison,Wisconsin,Midwest,competitive,4 to 8 weeks,8,summer,9,12,peer community,350,limited,yes,"Designed for motivated teens, this program combines mechanical engineering content with hands-on projects and career exploration.",mechanical engineering;robotics;civil engineering;hands-on projects;career exploration,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
REAL-0015,Nursing Academy,Georgetown University,real_sourced,https://summer.georgetown.edu/pre-college-programs/academies/academy-finder/,nursing,medicine;public health;leadership,nursing;medicine;public health;leadership,medical exposure;career exploration;hands-on projects,moderate cost is okay,in-person only,East Coast,Washington,District of Columbia,East Coast,competitive,1 to 2 weeks,1,summer,9,12,career guidance,4120,limited,yes,One-week nursing academy with health-care simulations and exposure to nursing pathways.,nursing;medicine;public health;leadership;medical exposure;career exploration,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0417,Mosaic Futures Academy Foundations Field School in Interdisciplinary,Mosaic Futures Academy,synthetic_generated,,interdisciplinary,leadership;research,interdisciplinary;leadership;research;social impact,college preparation;academic challenge;meeting like-minded students,low cost only,online only,remote only,Remote,Remote,Remote,competitive,1 to 2 weeks,1,summer,9,12,peer community,1200,merit scholarships,no,This summer program helps high school students explore interdisciplinary through college preparation and academic challenge.,interdisciplinary;leadership;research;college preparation;academic challenge,strong,3.5-3.79,Foundational coursework helpful but not required,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0933,Pioneer Horizon University Open Door Explorers Program in Leadership,Pioneer Horizon University,synthetic_generated,,leadership,social impact;business,leadership;social impact;business,networking;leadership development;college preparation,moderate cost is okay,mostly online,East Coast,Washington,District of Columbia,East Coast,competitive,1 to 2 weeks,2,summer,9,12,small class size,3200,limited,optional,This summer program helps high school students explore leadership through networking and leadership development.,leadership;social impact;business;networking;leadership development,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0805,Urban Horizon Institute Future Leaders Explorers Program in Education,Urban Horizon Institute,synthetic_generated,,education,leadership;social impact,education;leadership;social impact,career exploration;college preparation;leadership development,moderate cost is okay,either,South,Atlanta,Georgia,South,balanced,1 to 2 weeks,1,summer,9,12,small class size,4500,merit scholarships,optional,This summer program helps high school students explore education through career exploration and college preparation.,education;leadership;social impact;career exploration;college preparation,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0368,Crescent Peak University Young Innovators Pre-College Institute for Journalism,Crescent Peak University,synthetic_generated,,journalism,creative writing;political science,journalism;creative writing;political science,career exploration;leadership development;portfolio building,cost matters but flexible,in-person only,East Coast,Raleigh,North Carolina,East Coast,competitive,1 to 2 weeks,1,summer,9,12,student mentorship,5200,need-based aid,yes,This summer program helps high school students explore journalism through career exploration and leadership development.,journalism;creative writing;political science;career exploration;leadership development,strong,3.5-3.79,Foundational coursework or portfolio-building experience helpful,Beginner-to-intermediate portfolio or prior work helpful,moderately high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0632,Blue Mesa Scholars Academy Advanced Summer Academy in Leadership,Blue Mesa Scholars Academy,synthetic_generated,,leadership,social impact;business,leadership;social impact;business,leadership development;networking;meeting like-minded students,moderate cost is okay,in-person only,South,Miami,Florida,South,competitive,1 to 2 weeks,1,summer,9,12,student mentorship,3800,limited,yes,Students build confidence in leadership while developing transferable skills through leadership development and networking.,leadership;social impact;business;leadership development;networking,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0439,Bridgewater Youth Academy Future Leaders Bootcamp in Sustainability,Bridgewater Youth Academy,synthetic_generated,,sustainability,environmental science;social impact,sustainability;environmental science;social impact,social impact;career exploration;hands-on projects,moderate cost is okay,in-person only,South,Nashville,Tennessee,South,balanced,1 to 2 weeks,2,summer,9,12,student mentorship,3200,merit scholarships,yes,This summer program helps high school students explore sustainability through social impact and career exploration.,sustainability;environmental science;social impact;social impact;career exploration,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0197,Lighthouse Prep Academy Pioneer Innovation Studio in Sustainability,Lighthouse Prep Academy,synthetic_generated,,sustainability,environmental science;social impact,sustainability;environmental science;social impact,career exploration;social impact;hands-on projects,moderate cost is okay,either,East Coast,Baltimore,Maryland,East Coast,balanced,2 to 4 weeks,4,summer,9,12,research mentorship,4500,yes,optional,"Designed for motivated teens, this program combines sustainability content with career exploration and social impact.",sustainability;environmental science;social impact;career exploration;social impact,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0265,Urban Horizon Institute Discovery Immersion in Design,Urban Horizon Institute,synthetic_generated,,design,graphic design;entrepreneurship,design;graphic design;entrepreneurship,portfolio building;skill development;career exploration,low cost only,either,Midwest,Ann Arbor,Michigan,Midwest,open enrollment,4 to 8 weeks,6,summer,9,12,independent exploration,1500,no,optional,Students build confidence in design while developing transferable skills through portfolio building and skill development.,design;graphic design;entrepreneurship;portfolio building;skill development,accessible,No formal minimum / 2.5+ preferred,Foundational coursework or portfolio-building experience helpful,Open to beginners; no prior experience required,accessible,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0116,Cedar Grove Scholars Frontier Research Lab in Pre-Med,Cedar Grove Scholars,synthetic_generated,,pre-med,medicine;biology,pre-med;medicine;biology,resume building;college preparation;medical exposure,low cost only,mostly in-person,East Coast,Boston,Massachusetts,East Coast,balanced,1 to 2 weeks,2,summer,9,12,small class size,1200,need-based aid,yes,This summer program helps high school students explore pre-med through resume building and college preparation.,pre-med;medicine;biology;resume building;college preparation,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0501,Helix Summer Scholars Young Innovators Research Lab in Marketing,Helix Summer Scholars,synthetic_generated,,marketing,business;design,marketing;business;design;finance,leadership development;career exploration;portfolio building,cost matters but flexible,online only,remote only,Remote,Remote,Remote,less competitive,2 to 4 weeks,3,summer,9,12,student mentorship,5200,limited,no,Students build confidence in marketing while developing transferable skills through leadership development and career exploration.,marketing;business;design;leadership development;career exploration,average,3.0-3.19,Relevant introductory coursework or strong extracurricular exposure helpful,Beginner friendly; no prior experience required,moderate-low,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0332,Blue Mesa Scholars Academy Global Leadership Forum in History,Blue Mesa Scholars Academy,synthetic_generated,,history,political science;philosophy,history;political science;philosophy;international relations,college preparation;academic challenge;leadership development,cost matters but flexible,online only,remote only,Remote,Remote,Remote,balanced,2 to 4 weeks,3,summer,9,12,research mentorship,5200,limited,no,"Designed for motivated teens, this program combines history content with college preparation and academic challenge.",history;political science;philosophy;college preparation;academic challenge,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0432,Maple Bridge Academy Pioneer Bootcamp in Mechanical Engineering,Maple Bridge Academy,synthetic_generated,,mechanical engineering,robotics;civil engineering,mechanical engineering;robotics;civil engineering,career exploration;skill development;hands-on projects,cost matters but flexible,in-person only,East Coast,Baltimore,Maryland,East Coast,less competitive,1 to 2 weeks,2,summer,9,12,peer community,7200,no,yes,"A 1 to 2 weeks pre-college experience focused on mechanical engineering, blending career exploration with skill development.",mechanical engineering;robotics;civil engineering;career exploration;skill development,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
REAL-0036,NYC Commuter Summer - 3 Week,Columbia University Pre-College,real_sourced,https://precollege.sps.columbia.edu/programs/summer-programs,interdisciplinary,education;research;leadership,interdisciplinary;education;research;leadership,college preparation;major exploration;meeting like-minded students,cost matters but flexible,mostly in-person,East Coast,New York,New York,East Coast,competitive,2 to 4 weeks,3,summer,8,12,peer community,7200,limited,yes,Three-week commuter summer option at Columbia.,interdisciplinary;education;research;leadership;college preparation;major exploration,strong,3.5-3.79,Foundational coursework helpful but not required,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0379,Bridgewater Youth Academy Applied Workshop Series in Design,Bridgewater Youth Academy,synthetic_generated,,design,graphic design;entrepreneurship,design;graphic design;entrepreneurship,hands-on projects;career exploration;portfolio building,must be free,online only,remote only,Remote,Remote,Remote,balanced,1 to 2 weeks,1,summer,9,12,peer community,0,no,no,This summer program helps high school students explore design through hands-on projects and career exploration.,design;graphic design;entrepreneurship;hands-on projects;career exploration,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0864,Cobalt Ridge University Pioneer College Prep Seminar in Computer Science,Cobalt Ridge University,synthetic_generated,,computer science,software engineering;artificial intelligence,computer science;software engineering;artificial intelligence,skill development;career exploration;portfolio building,not a major concern,hybrid,East Coast,Pittsburgh,Pennsylvania,East Coast,less competitive,2 to 4 weeks,4,summer,9,12,small class size,10500,limited,optional,This summer program helps high school students explore computer science through skill development and career exploration.,computer science;software engineering;artificial intelligence;skill development;career exploration,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0596,Cedar Grove Scholars Foundations Field School in Mechanical Engineering,Cedar Grove Scholars,synthetic_generated,,mechanical engineering,robotics;civil engineering,mechanical engineering;robotics;civil engineering,hands-on projects;skill development;academic challenge,moderate cost is okay,in-person only,Midwest,Madison,Wisconsin,Midwest,less competitive,4 to 8 weeks,8,summer,9,12,research mentorship,3200,no,yes,"A 4 to 8 weeks pre-college experience focused on mechanical engineering, blending hands-on projects with skill development.",mechanical engineering;robotics;civil engineering;hands-on projects;skill development,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0573,Pioneer Horizon University Elite Explorers Program in Civil Engineering,Pioneer Horizon University,synthetic_generated,,civil engineering,architecture;sustainability,civil engineering;architecture;sustainability,hands-on projects;career exploration;skill development,low cost only,in-person only,East Coast,Providence,Rhode Island,East Coast,less competitive,1 to 2 weeks,1,summer,9,12,peer community,2200,limited,yes,Students build confidence in civil engineering while developing transferable skills through hands-on projects and career exploration.,civil engineering;architecture;sustainability;hands-on projects;career exploration,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0035,Summit Forge Academy Frontier Innovation Studio in Artificial Intelligence,Summit Forge Academy,synthetic_generated,,artificial intelligence,machine learning;computer science,artificial intelligence;machine learning;computer science,research experience;career exploration;hands-on projects,must be free,hybrid,West Coast,Los Angeles,California,West Coast,balanced,4 to 8 weeks,6,summer,9,12,application guidance,0,no,optional,Students build confidence in artificial intelligence while developing transferable skills through research experience and career exploration.,artificial intelligence;machine learning;computer science;research experience;career exploration,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0274,Aurora Youth Research Institute Pioneer Research Lab in Design,Aurora Youth Research Institute,synthetic_generated,,design,graphic design;entrepreneurship,design;graphic design;entrepreneurship,hands-on projects;career exploration;skill development,not a major concern,in-person only,Midwest,Chicago,Illinois,Midwest,less competitive,4 to 8 weeks,8,summer,9,12,faculty mentorship,10500,merit scholarships,yes,Students build confidence in design while developing transferable skills through hands-on projects and career exploration.,design;graphic design;entrepreneurship;hands-on projects;career exploration,average,3.0-3.19,Foundational coursework or portfolio-building experience helpful,Beginner friendly; no prior experience required,moderate-low,"Portfolio, writing samples, or prior creative work may strengthen fit"
REAL-0013,Bridges to Social Justice Academy,Georgetown University,real_sourced,https://summer.georgetown.edu/pre-college-programs/academies/academy-finder/,social impact,political science;leadership;law,social impact;political science;leadership;law,social impact;leadership development;networking,not a major concern,in-person only,East Coast,Washington,District of Columbia,East Coast,competitive,2 to 4 weeks,3,summer,9,12,peer community,9085,limited,yes,Three-week academy centered on civic engagement and social justice inquiry.,social impact;political science;leadership;law;social impact;leadership development,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0621,Helix Summer Scholars Open Door Scholars Program in Business,Helix Summer Scholars,synthetic_generated,,business,finance;marketing,business;finance;marketing;economics,networking;leadership development;resume building,strongly prefer free,hybrid,East Coast,Washington,District of Columbia,East Coast,competitive,1 to 2 weeks,2,summer,9,12,student mentorship,500,no,optional,"Designed for motivated teens, this program combines business content with networking and leadership development.",business;finance;marketing;networking;leadership development,strong,3.5-3.79,Relevant introductory coursework or strong extracurricular exposure helpful,Some prior exposure helpful,moderately high,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0053,Sagebrook Academy Frontier Bootcamp in Leadership,Sagebrook Academy,synthetic_generated,,leadership,social impact;business,leadership;social impact;business,meeting like-minded students;networking;leadership development,strongly prefer free,in-person only,international,Singapore,Singapore,International,less competitive,4 to 8 weeks,8,summer,9,12,faculty mentorship,750,need-based aid,yes,Students build confidence in leadership while developing transferable skills through meeting like-minded students and networking.,leadership;social impact;business;meeting like-minded students;networking,average,3.0-3.19,Introductory coursework or demonstrated interest helpful,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0383,Sagebrook Academy Open Door College Prep Seminar in Psychology,Sagebrook Academy,synthetic_generated,,psychology,neuroscience;public health,psychology;neuroscience;public health;biology,major exploration;research experience;career exploration,not a major concern,mostly online,East Coast,Pittsburgh,Pennsylvania,East Coast,competitive,2 to 4 weeks,3,summer,9,12,faculty mentorship,10500,yes,optional,"Designed for motivated teens, this program combines psychology content with major exploration and research experience.",psychology;neuroscience;public health;major exploration;research experience,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0344,Silverline Summer College Open Door Immersion in Genetics,Silverline Summer College,synthetic_generated,,genetics,biology;biotechnology,genetics;biology;biotechnology;chemistry,research experience;career exploration;academic challenge,not a major concern,hybrid,East Coast,Boston,Massachusetts,East Coast,competitive,1 to 2 weeks,2,summer,9,12,small class size,11800,need-based aid,optional,"A 1 to 2 weeks pre-college experience focused on genetics, blending research experience with career exploration.",genetics;biology;biotechnology;research experience;career exploration,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
